Username,Password,Registration_Date,Num_of_Art_Edited,First_Name,Last_Name,Salt
/mvT$/*lAk#s%Rr^&Wv&WP\^^iiw,#BksaR#HE*&PsYmaK,12/13/1993,117,Npuyfqv,Wbxygnkbmyvj,1:18:39
js#BZBOVVuMFf,itcn@zh&yt&#Pr&/jQWk\W\**R,4/21/1965,87,Msljjcwseol,Pssqymbcffvy,4:29:38
Vm\F*RyH!&y\jzGW&BYEul&O\##/,&F*echY!U%**&bz\VpAtv&M#T//@t&,8/6/1973,139,Sqoloupcerqkmc,Xqcemwqaepxy,2:1:32
M^tAJFG%u^DlkBN^Sy%Ei@Vv,%$jA^edHg*&^,9/7/1986,4,Fhpquxltvdrel,Dctowevfmsy,9:45:52
ozlQRF$,x#\i/*tnEHiRrt!x,2/20/1963,40,Idswany,Swbpmxicscylo,9:56:33
^f*ILYOHK\Nq@KKw/u@,!\Am%rC\NA*mv&IjZ\#@,4/9/1960,163,Zihyuuhcukhu,Vqbtblfdkfsv,0:1:45
*P*Ly#xn&JqTVml,zm@*IG\Z%HdzH^R!oMuK,5/10/1957,100,Ieaqss,Bnmuuev,1:28:17
Fzea,$ab//gAkU%wj&$,8/29/1977,16,Isuxbolsic,Bqkilujltkjn,3:49:12
jyNeyZ^\e#q/\y%U/V$du@*JxD\e$g,%Sx!QrvOJW,3/9/1978,94,Vxubxfprlru,Lfhgfyxr,16:30:17
$W/Ld\WHIVaryP,fF/P/FmATcnDPKlpb,7/19/1969,0,Giqynec,Kwsybe,15:33:31
hs%Y,!\\DwbtEib$E#,6/22/1970,4,Cqiiylhvl,Fewxrr,23:7:50
y#Lt/$,#BC@tD/\mlQxpdI&J#S%C$r@xMyk$/,8/13/1980,0,Fjfkxvckjxp,Ainotohmsdtedc,14:33:59
a%rFR*U%$Xa%CHd,%!#\\@y/%zm,5/30/1963,0,Pvrjxiwlgoxbhpq,Wmoobdulqypu,7:20:59
Ot#\*/tq/&XHDv^XmQ$,$W^yx$Cqr,7/31/1960,74,Attyeujyhajyikp,Rnjpoibxo,23:4:2
j$flti,pTFz&un\nl&,8/16/1960,112,Ndpcvrk,Axcqjj,3:38:10
wUY&f@ta&AEuFR!I*%*FsN^jN@l/,ORX^!%CO%RXnb#tm$!c$rWzJ&z,6/8/1953,0,Ykirjskenqwvnc,Mwvpgko,2:37:18
GzXIdbG#&/\qd*TefrF&QwdEa@,//%&ed^G#!$yQ!m%FAnhiJwK^!yX,10/1/1996,31,Gdcfrluftlbnli,Mrgkvnfnoqxq,15:8:41
y\qMyt\h,leRFsot%%^wZSBF^VCb,8/26/1975,0,Ffgxpshq,Vsovskusaphnr,10:9:53
$!$tM&l*mtfG,HKLAm#$VgZryahC$cvNFLFwEbTG,2/22/1974,0,Ftvihn,Yihbyoqwsietoc,23:15:11
\ZPl/u%*&bbBO#nX%NYS&NU%zh%c,QD%ntnu#X,6/3/1956,81,Htvwxhckounvx,Kaanxdwxm,1:16:13
he@kt*$#BCMy,a%aQ@XV#F*c#@j,12/13/1990,41,Ckybgmmeg,Goncdpir,11:4:55
@XuXtW&,dYx!v@^bPbzyDT%j%*,8/4/1954,0,Rkeaswi,Ibkxnoqqdviquv,17:13:8
faYCt!\UOtuQ#A&J/N&b#En@z,mWk!w#!Jx,3/30/1967,97,Qdnawtny,Oullvg,0:40:5
L/!EZ,&%PNk\AOl$oURH@b/%sYNrovR,4/3/1959,96,Zwtwbntgadcwl,Ljqblgad,7:4:29
ZLIgaVl$^@^,t$B#A*lCt\@$t#o*G,4/18/1960,42,Zyninsyd,Foggytavatonb,18:7:12
YjX&D%nA%igU$UNOsHeH,$!vk\ZR#V^AB*HU$VLmVe$ui,1/31/1960,0,Pjfrhxvvbotex,Hqivifv,11:28:38
ai/*u,\/n$POGAe&aDpH/\&,12/26/1989,124,Rtnpkpuapxnuu,Uwixfsahy,6:10:52
&/jZM/,/kys%cJ^ki!q@,8/5/1982,74,Ugyhdxvc,Qtuktnsjltkt,21:15:44
*&*C!RjM*@DBmX$#Rm,\/ur*y\cJAHW&HpZJG\$,11/28/1950,107,Sxjrprpwiv,Bxvapr,23:47:26
hz%a*x^bWI/V@&P#G,VR*\zHbPTJht#Tcc@CH,1/15/1954,79,Lostky,Ocvcudurilt,21:0:27
IGM\se,%!B/Qr*Az&\/W!Nhx#R/AG%LwgAGp,7/23/1991,10,Wevqvs,Ltvtpoavckq,6:22:7
\/!&m$#wccIkBxeE!\$fDY,\ON\pZ^Y,7/27/1994,0,Wjvbkmyoeliai,Ukkjpyrakc,17:40:24
W@R&%^h#k**G/Ed&Z/liZS/!H!ASU,sNUz%u&!sH$*#&$Otr/o$Wg^%tI!,2/8/1956,74,Mgokixuh,Tbqlbpxsh,2:22:7
f!Aj\tmC&#%eEoD,Uz#&LT!zfx%!^eq^!Xx*U@R\,1/8/1994,27,Rjblcn,Ottyokuipnlkkph,7:41:29
Ra\a!#Ti#@bEfTUt^#UhdG&Ou,N$phk&a&JbKCjI!,12/8/1993,57,Rrarsuaww,Kywnraprf,23:45:4
&HoZfA*Plg$jt&^G%Zj\$Y&G$g,J/qWW##*@g&@TiBvG@sG*T&Ucv&,3/31/1987,31,Kvedcuecpxf,Nylwgqfnr,15:51:47
&Z/x/UD#D*zfQH!nWY\%&,dTT^FSp%uOcR,1/19/1989,143,Omxnryeqxbkd,Fptwhutrmj,18:35:13
q%*EttaBL&!dT@q,mwVQEzTnwmHS#E&*,11/4/1998,27,Qknkyc,Wbxjipftquq,13:46:54
/$/^!\sS%i/%OB&!ExEs@,So#V#OhZCYt,6/6/1962,5,Wqtqbayntl,Qtanxpryd,8:44:38
NK*&A#m&Y,%Eq/&kqEmrzhs&N*I$zoDpF%U,3/11/1950,45,Xypiikbna,Nfinjepkli,2:12:14
&@kE\#\bb/!Ey%/a/#LWt,nxLjnX*#*gM*iBP#frvA@@,12/9/1978,0,Ktqurrflxlyumfm,Zshvpuwtjfjliuk,1:21:2
m&&cor&z%d\/gL%kfReFDHkO&l%Sw,/K\U\XjV%U^c!L^l^$XB,12/13/1963,0,Hqunwyqervsyd,Znabtxajdtch,10:39:49
vV&*&^ZUtqC!BjOw,TSOt@*#zSZN/WGFSi&,10/14/1988,126,Xvewlfmnhxpsik,Mbfaafhx,13:54:25
WWp\j$F*/R$y*PG#HOhHEhJ!tjC,xiC#t@HT@@\j*gX#DeWtAoR,10/23/1992,106,Nkcbpqjtiavrgh,Gkjktucje,23:34:23
Px\aps*Z%CGOB%O#WKpvWdcRC@\e,MZ&m!Hr$JXsnGi\Asa*&@,3/5/1958,0,Uciyaohn,Vonlnp,17:1:33
rdaX#mDLMp*ie&,knA!j!RaJe,8/17/1952,26,Omtmbhowis,Hddvttsdk,9:57:18
U#&W@!*@qOE!Pv^fE@eqfeXSsa,NXqk/KOTvFyO/Z/#,3/11/1990,39,Fvrencjhksxdji,Axteryxebteepn,8:32:58
B&Ta%!w$$D/dc*tE$Tq^,%ceSQG/KF%eR*@\Z^PD^!,1/28/1981,93,Lvvgnfvlpwfrm,Tgmydvn,7:3:36
yk$no*^u,W\#!K*UQFNd!yfwI/m,6/30/1952,0,Diwxreqkkrhvxm,Tmrsqkcxqw,20:11:55
^&hd&^z^*V@i&SWS,/!OU#zPE!hM\k!rjYe$hX!&!Oyr,9/24/1993,54,Iippytcskavdl,Nclelvgidmjw,1:50:32
APLg*,gyHd!#%yZU!tCl^EX&@Xcadb,9/4/1960,13,Syvtwmyiytqylfv,Tpjtwy,21:14:15
#w@aScg&n!lZ/,^/*&$^Axij&f%Tz%!I!Bg*fD*!*j,4/10/1956,59,Ovfohhkhvuedgvm,Tkjfyysen,9:12:46
N%TP!J&#US^%%%@/$CEOT/$eti@,m\Xy&@n#!e,3/14/1969,0,Dxryucidmk,Grsmnpadhsjosxh,16:42:6
&^$%gM$L!dl#LO!S&bsNgvpLW,Yspft*yS,1/26/1991,182,Xpjqkxhtelkb,Ipkhhe,15:10:11
m#BJnC@vM@,^R^KO$gqBe,10/14/1964,2,Uhktym,Dperaritxjgcpb,4:57:37
/zoW/L,#zrAG@Qy!jS@$%AQ\/Mq$S!bmqAf@J,2/10/1995,90,Ygtjfkqck,Dgqsqvetd,21:17:38
HVr/y#nYrxe*J,W!$LXy#\meui$Ntm$!Py$Frnxz^,2/8/1984,18,Jfgtbqbx,Inwhtwreexactkt,13:16:56
#HxP^,&@%jDTGeidDd^sER$&LciL,3/7/1960,58,Vxdywwmvwjbxr,Bdjklayysinydt,12:26:17
^#ON^\M/\#Gd*fCN&&S$Nu!*&Ezj,#v\#\Ogur^^LAq%&k@wtpN*b*Pus*B,9/9/1982,8,Wfgdmppljy,Pminsytcjhywljx,18:19:39
\YaJ!B#SSdYk,@@fCcQF/uSqVV^/C$x&%wqN,11/7/1970,27,Evfeovyiksrrq,Fotflhsrkq,2:25:15
qCmj#sSQBS!Vj!QUDYx!@v,^cZV%/UjBVg#Ira$P,8/13/1954,24,Iaqncosswhfyld,Qciexcnlenleqd,11:39:40
eF&JcI&Mzn!mx%y##ebOWGfg,&^%k#JC\Jv\kvN\Ky$/p%,12/9/1997,92,Zdkngmqbwg,Nimcqbitcqtwt,2:10:2
v/r\&yC%GE$Jb\y%ve,ft*Y*GP&*\Ifa$QD$kI$H,1/12/1966,6,Wyclnycmbsnasgq,Ypccjlpg,10:26:2
#HZ!t\b$l,/v^EuX#JOPkL/u&GGFxgbNy!$aN/q!,8/11/1981,109,Oelkkafetcvtp,Defxsiu,9:12:55
jriWD&/e,y$$\\da/Z*G/NN\,9/6/1976,34,Uxyyyavklt,Wygxywahypao,2:47:30
cV#SVLoc!%dBZ\,f\$vS@JZTYq,9/11/1968,0,Nfbgvk,Birjsjtcdyexil,12:43:55
C$D^beQ#td^d$$fJCz,a&*%x/Tj,8/31/1964,121,Johrlvghexxb,Wgytxjhyeri,19:52:42
!OK@V#fhjoWGU@e@E,PMHwJ#EXDi#Ay,8/30/1950,22,Zmyxubsh,Jmjnirghfhcocer,16:48:41
ldEX$G@@PDS$S%#/!IYsA#ytD//&,YtXlJz/@SY%KUoIv,5/25/1972,0,Xjkwql,Wijsejpbchlix,6:56:7
aOTB*WT&eIRHK\xa#/HFzv,!$fNglg$N%MR*pyy^#$#M$,4/10/1966,0,Fojwcyh,Koddkip,20:24:3
^ZLoee%,B%&\&T%rtUxBMg,8/6/1987,103,Lsmhftcixyphnfn,Oaldbfu,10:52:41
^Rh@,TEoqMukjI,11/10/1972,0,Kblcankyn,Xnekkxupcxltx,10:32:33
oK/EqI/DJTX$%^plZ&K%pbZ$&ha,DjpFhZs!bh\fa&s@fi&/iWbh*N@K,12/11/1976,77,Zjtwdtm,Rogrwahqn,7:22:19
/laqb&,&@@^oc/BrHZ&&,8/21/1965,95,Vcconhjmpx,Hxioqiccpnxfmm,7:52:0
Nof#$#MqY\nfZPDu#HmajZ&&dsB/gq,h!ArDO$WbLdr#j@jJFbA@%%ty,4/21/1950,24,Gypeyhrysgdyba,Hslywrnkxerpw,11:29:7
uD$OhoY^uKXwo,T&/%Vvj!*$rpRyjEFp&Chovw,9/29/1972,11,Ovrnfphbcks,Wxjosxj,3:42:16
tk#pwMqQMrnI\^Tu$S&Jbr&&/\,zG*%!@S\embUkn,5/12/1977,1,Lseireqptwqfg,Hphnvlmkgeu,21:35:59
r@%cwkp&&!M^SM!n%tw,dPq$p/W/LVU*hE/BD!/\z@Q^m/%/i,11/2/1996,70,Kuuphmh,Jtjpeajhcmkvvq,23:3:3
z%MqeESS*X^s\GJrP,T@z!uKHCDoAlymQ!\Uov\v^pt@,11/26/1962,103,Jsuaxgmmpgrmw,Yqpxgocrq,6:22:3
HozPcP#o*s!djvqr@bB,^CTJ*KW^OVq&ZhP,12/23/1981,23,Ykcvxywelinqhm,Vkojapcgyukas,17:37:20
N@I&hy%#@TW!W,Bv!\Us!$vX\G#zl,12/11/1991,1,Bjekgqqn,Tegorostuhg,13:16:48
W&V*D!,/eG@DvRJuu@!c%%n&!%eV,4/17/1974,19,Ykqqmijrpimlaqo,Qopslslo,3:35:47
GVrP&S#&w,ecd\u^VMx*/an,9/19/1983,111,Hmxaprdasg,Hvxaladglrgxyw,14:43:29
UbbRTcN@hZ/^hT/o,MHK@%FE$cwh%^fZ,3/27/1962,64,Xrekpfoqiiug,Oehrecedf,18:26:3
^W!#Pnhte$y*%jmy@VGhU!T,LYY#A!kUqqO,12/19/1980,0,Nycwkp,Vuvmbygf,23:2:16
j%z*Y%bVON^,@W*J/%Ii$,10/17/1965,0,Gacjhxeivievp,Litwhlq,19:22:55
OBNydD,IhAWHFyJDuFwUl#cm,5/24/1987,37,Xjmllpy,Dtrfrao,18:48:9
%AL*@IfPQP%#Ffn@t,*@h*@xlwOy\WzYGo,9/2/1962,46,Emvccm,Ihujjbbnmeuodf,11:10:8
z@yCt@ORZXhd$eDQT&DxXE%^&Fqc,QV/ZeI\MTk&U%XN%rei/abx\,12/19/1955,81,Bsdrknercdbujoc,Hvgcjaffjm,23:11:22
\Z$Zm\k/nd\*&wylb*\yNtix@,hedJv!QP^^#niNCdHx*#,8/3/1981,66,Sxfsbrsuila,Vxblicoq,15:45:8
\t&b&!^rHG@SR$&g$#$*mZb$,!xmW$nHzq*l%l*WD$pNkY,4/23/1997,31,Rannqnvxdden,Yqwluwrptudn,21:51:25
\ekZ%U^T\k$@@E!,krlVIx!&,5/1/1967,47,Jyfhasq,Webkndgtndmlsb,8:20:20
VgZj&c&%/W,xyz\Y/EkL*&@Pkl,2/1/1959,19,Lugnyebjgueh,Gevugrsndn,4:47:44
v*E#oq\HT&%,&whcQ/XQwg/,5/21/1964,127,Tesltwquopeo,Arbxwr,3:7:19
S!xIN\AAK%!Jk!I@@u,oX**$&zs#BtsXb$kWeuU\@aa,4/8/1978,177,Mnmgvvrgiwp,Tfvsulgsf,23:17:20
j*/bc,b!oy/dKF&,1/27/1989,152,Lnxgrgbb,Hqsdupbbvquxkg,2:40:49
Q^N\K,XvIpQQf@cxW!JY@jpoWZmQJoPGbq,5/18/1982,171,Ywdpdlmt,Ermnbo,18:32:49
^e^Lzl*f%$ahU#%MS&,HSl*g^Ah!%$w\&Gq%w&sX,5/8/1966,101,Reritlj,Mbhymh,23:33:15
I$#kPy!NOc%&%aU,P%vec@kdOCzG,8/20/1987,39,Jtvsqyi,Vsadgerxdhwrn,9:40:31
FLXBWlL!i$/TJ$T#,/*Av!IvnJ#HP*J/,12/6/1973,0,Noledeecbxltml,Zwygdpp,12:1:42
vcSN&JVKdwa@,^#vJw$tu^c!%^^yi#,12/31/1958,0,Vxlmseitkxqo,Tgtskeh,16:36:50
aOWz#%x\*J$BCNwH@wrXRc,WIuV&vO**$Dz&DpSzzj^,10/27/1951,0,Iegudggimro,Ptqhwpbrfyhnfn,16:13:54
v\/vA!$BtiPr*/@x,*#LdL^iN&^o/Q^^/#%ehAbc,12/31/1973,0,Vxrbhegytdt,Airtaffq,3:18:1
Gpg&HaE/LEXgOgVK&T#sx,$pH$$O@/d&Ga!$cNT@/gO,6/24/1964,55,Cbbeyvf,Qshqgaphw,13:36:40
yxEGg,n$#v%C#UnkuD*Mvh$,6/18/1976,30,Txoiebtu,Bwiydvg,2:49:32
IAfIMIvSKD#enJ%,G//OfbOvsL!lab@RD$G*q#TH,4/18/1989,37,Camswdlnjrex,Jnykmajoygifdht,15:19:2
vNFguR#&,Cp^P!mc\b,12/27/1978,0,Zywvctgkpqpuujv,Lbuqpxhol,0:47:17
Sj&\/hTnuzq^,z&&IIuiBymZO\Hga/lNcfxRJVu,9/2/1950,136,Kutlpesc,Luigjdqcxcbo,5:27:53
q/hr,@!BmbeU!dXRNm\*S!*UM^ny&^q,4/16/1990,0,Pgigtlllhbtcup,Rjwkdqxtq,14:34:53
h/\i,TP#\*@ZAj&Ru@,8/29/1961,83,Fulcfywm,Rhtoubj,23:38:28
cH#kxZ$afUXJopBi,Fb&BYihy$Uq&!nqsM$BSIMoPYo/,3/15/1993,121,Zahcwylon,Qlcsefwm,21:7:23
^jW@@^x/WhLPbP,f$i!Q/fplzrr@r%@CH*\azk,1/23/1973,57,Vpoqkdqexb,Qbyiouyrsavih,11:32:30
iEX&Iv$%nk*mEkWrX!hSYm,/HWkL\Y*s@wSthCz@/&fIxDb/S,1/6/1969,51,Kuyhsxwnoppole,Ifpgohflgemtpj,13:51:24
C&C@HpxyNHiR%LMoR!^D\,jDT@ABBcykuJnysDtO@$EC&lS&iRtY,7/21/1971,101,Pbflojsxsafqgrg,Kultjajegobx,10:18:1
icFTm^o$,VujwJg\M$Rfuu!M/*raTWzQ,4/16/1962,22,Uikmbryom,Eqpuqfyrgxw,18:38:32
uh#t$&A&Oksp\T!\/,\$qaD!XUi!NQsdt,4/11/1997,38,Jmlbyfawsyoo,Ragtcluf,16:52:55
b/#zGC^^er&$B\f,KD#p$^mEJ$vgTnxHi^xA,2/5/1968,169,Avymar,Rmaadoo,13:29:33
#&SNfo&/O*,%K*gf//Kyp#olDvhP#os/W!U,7/8/1961,59,Eahdqyocedrkos,Jhefvrhwxmcustj,18:27:38
LjmqnswF/m!^^oQHtktXy#GWzFG@pr,YljX*p@UE,8/6/1974,27,Pfnxmakemhwfjb,Kcocitsdqbbhkk,16:39:0
@*w*J#r@wK,/*^!A%GE@!#pXFdP#jE!A,6/18/1994,0,Iorfoqnptp,Zkrnndudeaivuii,17:8:9
lvX!T/b&&Bd,eKmAFCDb!w*#GYT%jZQ&b\zu@#,6/19/1956,7,Shspdayfibjtof,Scnbhlmvgmt,0:2:59
V%e#dPJ#N,*B$ZDb!Rx@IE/pf^@#L$,8/23/1953,38,Ugdtdnbgjjk,Kjlkenxcj,21:31:37
CaW*%%GyJ^gq\tvHthRJ%\rmi,$^^iS/IBFGW,4/5/1981,0,Uimowdrg,Pkiboplvenqh,13:0:41
ie/W*#$,&JJRdt@zQvX!HH\B^J$F,1/8/1962,31,Gjxyhtae,Wednesxipcpyn,18:53:43
\YMfmWwm*Q^TT@,kxHbs@FcRBN%CadZ!q^s%JHW%^g^Y*,2/23/1956,28,Hvqovjesshtuj,Stnxeuchpxh,9:12:11
Xfi/uezP,c%xH/ngP!ycwZ^/ASK#I!ZA@tyL#f,10/21/1973,161,Owugpms,Alpqtykfap,5:47:47
AuCRS/xcjdAbUzww,jqPWc$adNTNZ%M!&zMjO,6/22/1952,54,Sqabfonyyd,Bnuqojuipjp,11:52:34
Rex%kWNG!VC&j%#CguC!iK,*#&rH&#^PBDg,10/6/1986,0,Ttlpouwlwuincrt,Ouscgmaumpds,15:36:22
%kc/%GDj%gA%/,#kN$$#Xhq%q!dFkrzdL,1/26/1973,128,Rwggnaitnl,Ddreklqfphh,17:47:29
&WtWLZ\PX%ZX/m@xKpoY,uwTxX\#Pa\^e\igkI,3/14/1952,0,Qemhvoadkjq,Pjmgpkbxuq,17:5:27
$Y#%J$nKiWV$HQrHQuA\&*ZtAaiWZ,p&jR@J\Mn&HZ,12/16/1956,53,Lewdajunu,Qdxswnufimwe,1:20:39
D*m*LNJJ\X@aCJ\w,dWb$JW\*C*JOmdVEyfjR@P@X#M,2/11/1989,22,Yhvvetfnyj,Nsuiiliocyf,8:31:12
C&lp#i@%@$NgNtY#j,/Ik@#a*n$TU*jd#fvzz*gu,2/12/1976,166,Nqciusxm,Rgosdjskmssiojv,18:16:25
aFMd/#M,cf#IvCRHdZpX*gPF,7/1/1950,30,Gvqcfppvq,Vgknittpfffxir,2:16:39
*z$/DK!%JX&b/*A&D#Yw&QuA%$,q$B!@YJ&dkBhV\o,6/24/1966,17,Jvexvgjtfkhlw,Ftcjvqtxlpgsy,22:33:23
Ip&Y&fPmfK@ILQye@nn,fYL$kNc^*iyk,11/24/1977,151,Odociwngp,Kmpert,11:16:34
gYdjDf$!Q^lGqoIr#,ds/GA^J^,10/12/1992,0,Agjiwduvilk,Zmxtdyxyiersoru,6:3:44
Bc*N*&$l,A/oPSiDcKzm&z&%KWhM%%EBC#AhL^I,5/27/1972,38,Vuylhymwdxoat,Rjepgoicau,20:48:18
M!PC%!,$h/gZKO$$,9/28/1999,0,Wgnvdvxv,Khyqkfw,21:9:25
z$AScUg\@!tG$%kdTQw**QL\n%P&f,!WF//eF^SL,5/11/1950,45,Ahrluhskhnesok,Mtpukvnqrtxm,20:21:54
&OskZ/@Ez!Hh$NXQ^#v&v,%ID^ku#Z\&t$Wp%f,1/14/1973,0,Irxvxwvispwh,Gtkbrpetwna,21:24:19
vN^Zn/,S%q@cfTU^Znb,7/31/1968,0,Kenmays,Edvmspiooblop,14:2:19
fk&Dv,!uarn$!j%/#N^@x&JdqNH*,10/13/1974,18,Mcwapyfvueaoni,Ihegxh,1:5:28
!iu#E,OO&A*%&ZXXUTY%#gK$,5/22/1987,39,Buelkgsmgdjtl,Rwlmvow,12:26:54
aqzEnb@ml,f/D^!qQg,4/4/1988,24,Akqyjxrhnmg,Gsimmymprd,10:0:41
/&\IpkH@o###%o%dX!ph,pJsu\%xZ,1/9/1969,0,Xonfph,Ikqrebmme,6:18:55
U%tTF$$Al\pw,@cof$svf*M%qbN!vCdRV%CqG,4/29/1954,101,Wscbhdpjhsqd,Eyhvnq,3:43:52
uHoEES^Y&Cy%&!Wc%k$C\d%&MWX,fMh&kM*Jf&MlQ@KoX$WJ!jsoosu%\,5/24/1974,83,Aswdwsbntr,Pwnietfmwxbepmo,20:17:11
m&h$&t*,#s^$$leHuc\BDZj,8/20/1974,0,Hpjjkbwjbilvioh,Loritqfxiybwk,6:19:37
J/s%aVF/d,C@Q/x&HcokP/!k#MHeX%zS/,3/19/1974,113,Ixuskdkaujvipbt,Dfvyrpxssfi,8:20:3
A*#&@%YXwpHxH*/TQ^,%eAR^%$#tz#ARIWzf,10/20/1986,36,Rvubbdxpgcnu,Mrlkhcgx,21:48:42
\v&A*,*uyMuXcWXB$/%rzZ$vcHGf/@Pc,2/1/1955,23,Zvpjmebsxjbjx,Crbnxyokyw,19:13:14
^VyyXf,*@y!!VO*P/q&fe*JWoP*^,8/26/1995,0,Bkaqjmsbcqe,Kgrnpwtugojv,22:23:8
gT@/!@lUrP#yFp#&!SX&oWBcn&,b#I*n/xUgV#&iF/rt%va$^C#\YKjN,8/9/1997,18,Rxumtdgtusb,Gbdyto,10:45:37
S&SCG!w#w*aS/*VMv*In\&^B,jT/HJHfVHo\/\KzkU\$x$*ze^GB,6/26/1986,140,Peglcvtcxe,Jrbcru,18:48:7
wAi^AgRBYC,*P&&ecIOyOptRiB,10/19/1997,95,Julkrj,Hhnpanr,22:25:7
aEhex^JfD$^RZlo^kJ^f@kO$c@,i%Vb/^@UlvxRCN,12/24/1991,66,Tpvuvkhkbvs,Pucfmbpsfkcj,5:43:56
aDEToAvmD^$C%*fj/wd,!eL!*ZjWmUtX#gsY/hWYsaFv,5/11/1978,65,Wancijrtp,Egneucdqagjsogv,13:42:28
H#j@^@wtA,^UL$vwNUhksu#iFNrY%@,7/1/1998,42,Tkjmaolm,Momjwgslvbaq,15:35:31
tG*@P*ewvVY$gC#rj@,aWefr#oI,7/22/1962,50,Jufqveegtslbnyu,Udcepaqo,18:22:35
kZ&%OeNZB^psLW@\&SS\kC#B&I*M,*EijK!HqxP$AIl,8/19/1997,22,Zsdcjkb,Wnexsuiruippi,11:53:38
XaKk$Qs!BSekT!&oU,/@!$kbp&twTGaM@hJq/F*Lr,8/13/1983,40,Chgjxjtnj,Tkdwqtt,10:52:33
%WjEwq@\KG,%$m^n%S*O%,6/10/1963,4,Lwqbeviiffxxr,Ololsabu,17:31:18
VYQjkhRr,/xk$ZzS/zJ#hAHF&qY^m*U,8/25/1964,0,Yojffchmvxlwc,Oerbluuqggnu,14:53:52
jyQy$*VcnkB*Zs*h,LMEC$faSsVY@T&%ZYcGz%,2/14/1978,78,Ecnyghqejrfdn,Gmqtenrrqxxfvwq,0:4:40
$PZ/T$EW&!#G/,cd$/FPHuE#\lzy$VC,6/8/1959,10,Edojrdbpbmmhqh,Dejcaxk,23:39:20
ySFD!XNf*gD%yfe#*SH#,JXYqDEbt\/,6/15/1993,0,Xbufgxchekrjkw,Njyptv,17:44:2
nxf$,i*VpFkL@y*#/K&Ckt,9/23/1991,120,Nqbvwa,Xbxmrsgxbuad,8:25:54
xl@Zfnhg@Zg^cAD#IRjn$k*HhA,BmMbewbt,8/8/1960,17,Qvhwfmcirqhbm,Gvuskxdqfroycu,22:45:30
\PB^#,b!f#y^N\ru$Tq$@,11/5/1960,78,Umjaod,Zeyfymivymthcs,10:21:27
$Nta!!iG@hDSpl#BQCoH!Q#vB@Rv,/tNvi#KtCXx\^^&Z!w^/%,12/19/1985,167,Yjdycxeoxvbqlon,Cbbmcymuev,16:0:42
C!y%OMrZF&I^*vFHFrZ$&,QLtamp#%D\R$,10/25/1996,0,Hnheuqdrmxrq,Fddqcftnsutamps,18:55:12
G\hNEGvTAvvCkDDw,f*CCm%XXzm/A\Yiz/,5/18/1997,40,Ebpvtdngarkb,Rtvtapdsdpy,11:15:20
b%zId*wEF@lfVR@!*&$^%khuIlst,JNXquS^QstjiA,11/30/1985,20,Enifge,Ymgodrbqhyicvl,4:15:34
$jylA^/C\xYGFAARf&lg,%%$WM@@!DCVUS&qKDsJykh,7/8/1972,111,Ptbcncap,Kxbfdq,7:53:32
FQI&K@\cWQ%*@g%p@\%iJ&C*Z!mbc,fKp!kFA&XeT\*FM&MSXg$g^A^hLbTZ,8/17/1959,103,Dayvxkdljpgwjh,Anvplhnwl,12:35:38
h%M\\&yA&jjdCh!Kn*@!V&W&$$gtlz,Sb$Tt$lyhTKnB#j!%#Svb,10/31/1966,1,Ghxdxiuwg,Inipcnuutttxc,22:37:24
@$u/*eB,##O/LZTWeXwHV$o#e%B,12/5/1965,0,Agkmxhfyfhcyg,Hcrkgni,23:31:20
/^\xyKPP#Gtj^$@,b/M/T\CwVTNMYONYv/SKM\k@\a\n,12/8/1994,0,Sfbubv,Eyjljvo,5:32:29
r#$w\SqKK%^pT#W@!#Ea,O@!g!JIdk#/&gq,1/11/1978,0,Ucjqbacxvpvd,Irlcif,11:32:7
YHnD@V*Y%!p@EmIM,%/*!p@\hVg,7/2/1955,102,Gvspfoxuex,Gdkabgptpv,20:37:32
/X&Tj$%@%^TzFF\p\IYeZOBjMeZ,L%@c&C@C@zGb\WQxAY,9/30/1962,0,Qxkuwcpltatmn,Rjmjpx,9:15:28
$fZ&tZZtle*,fu/U^^rS@,3/17/1980,0,Aubaowkmcivdkcs,Ltbsxxocwicjdvj,5:9:1
%&YfZ#Sq#wk@MXi%ws@vWU^!\P$eb,b^Gf!d&l%@S^vrTGrM@F^m$N/,3/20/1962,0,Wbwjmxmfatnq,Rokbfeugxwb,19:50:50
b%%I@VXCT#hp#X!rAiRue/z\Ce$,cg$%SS#^WBC\cCJ#OA#JR$,5/30/1961,0,Wenkle,Ydaivnxvnjbmxq,6:33:56
VFIV*x^geXhGYiW,HUWpojKa#iPz%&,12/10/1989,15,Ftnbpfxpfpgjesn,Aslvfdjn,5:58:9
$##cM&eYIasns$P%Q$Y^#*w#\v\N,xrp%MEBJP@mzxFpvp%/nuN,3/10/1950,86,Dguvliqkcg,Zmgplbmxsmrira,17:0:27
gGC&*%&Y^RfZD@%Ge^BpqBfVA^v@J,NNfir&ryZ*&&UP\A!x,4/19/1972,54,Zipifiwdilig,Ioyiqqwsru,18:38:22
#sXIB^,dNGD@DOo/!ZVge&MiVzx&K!PdJVU#,10/18/1958,88,Uywlitmbdamlm,Vauljxo,7:23:59
^%zh\%$qel,w#lv^LaPfR,12/6/1985,70,Bgjbwfgfbeondxn,Bfkuhjl,16:38:6
